Review,Date,Stars
"Poor support, constant overactive fraud and huge wait times when calling. Staff not educated constantly have to get supervisor to fix. Huge decrease in quality since banking in past 5 years.",2025-05-10,1
"If you're trying to set a vehicle in storage, it sets you in a sign in loop between app and web page.",2025-05-10,1
it is glitches out i can't select yes because it keeps resetting the page.,2025-05-09,1
"Completely useless. I would log in and there would be a security problem. I would call and get everything reset and the next time I logged in, the same thing. Just got off the phone with them again, and the woman actually told me that she couldn't help me. no point in bring a member if they can't help you.",2025-05-09,1
customer service is horrible,2025-05-09,1
USAA refuses to accept video evidence or play out a claim their client was at fault for will have to resort to suing them for the settlement. they are not helpful and are unreponsive,2025-05-09,1
"Had great customer service until I had a water main break, and they did everything in their power to deny my homeowners claim, best $98,000 out of pocket foundation repair lesson ever. I only stay with them because they are the only ones that will cover me where I am in Oregon.",2025-05-09,1
WHY THE HELL DOES LOCATION NEED TO BE ON FOR ACCOUNT TRANSFERS ALL OF A SUDDEN??????,2025-05-09,1
App isn't compatible with my phone,2025-05-08,1
can't edit on the app. really difficult to communicate by phone,2025-05-08,1
They force you to give them your location to use the transfer function on the app. Makes absolutely no sense.,2025-05-08,1
cant use it with my current phone.,2025-05-08,1
"App is incompatible with my device after the last update. This is a classic example of corporations gatekeeping technology and its just the beginning folks. If we don't start pushing back against this discrimination we will all lose our access to technology as the ""big players"" pick and choose who gets to use what in our ever advancing technological state. Good luck friends! Squeaky wheel gets the grease! Push back!",2025-05-07,1
Complete Garbage! Avoid!,2025-05-07,1
"camera is garbled, but i can take a picture at least",2025-05-06,1
"Updating my rating. The recent update requires the app to know my location to transfer money between my own accounts. Why? Their excuse? To make sure I am not in a country that does not allow money transfer services.... Or to make sure it is me, based off where I usually am when I transfer money. Dumb. keep it up and I will switch banks.",2025-05-06,1
resetting password does not work!!!!!1,2025-05-06,1
the screens for entering payments are not clear and do not acknowledge your pending scheduled payment... there odd no obvious way to see if you have successfully scheduled a payment,2025-05-06,1
"Constant errors whether you're checking account balances, transferring money, or making deposits. I've tried numerous phones, computers, and networks - there's a 1 in 4 chance you'll receive an error using this app.",2025-05-05,1
"would do a 0 if I could. this insurance is trash. help is non-existent, and to talk to someone, you have to jump through hoops and play phone tag.",2025-05-05,1
Phone is over a year old and now says it is not supported and wont work on my phone,2025-05-05,1
can't get a quote tried five times got tried of having to fill out the application,2025-05-03,1
can't transfer funds. page won't load,2025-05-03,1
"Prompted to update app and have made multiple futile attempts. After completing all steps, the last comment is that the app will be installed on the device. However, installation/update never occurs.",2025-05-02,1
"seconding the sentiment of the bank being super predatory and willing to hold onto your money as long as they can get away with it. used to have a loan and insurance, the world with USAA... now I cannot think of a bank (nah, company) that I despise as much as this bank. oh and don't try to talk to them on the phone unless you have 30 min of patience to yell at their non-functional automated system. STOP USING COMPANIES THAT STALL YOU WITH THIS AWFUL TACTIC. App is fine, bank can die in a hole",2025-05-02,1
way too expensive... I'm on a fixed income. Will cancel.,2025-05-02,1
sucks!,2025-05-02,1
"All of the sudden the app isn't compatible with my phone's operating system? Was fine, nothing changed, now I can't open it. Total BS.",2025-05-02,1
"misleading permissions, app won't work without location enabled. app used to work great, then stopped preforming basic functions without location enabled. no notice given of change. will upgrade rating if this bug is removed.",2025-05-01,1
Poor functionality.,2025-05-01,1
don't ask to give you stars. It makes you seem desperate. You get 1,2025-05-01,1
Claims attachments are never able to be read by agent when sent via app. App needs to be modernized. It's obtuse and UX is pretty rough. The information is there but presented in a pretty poor manner. The app is also not yet compatible with Android's themed icons system setting.,2025-05-01,1
"site does not work, trying to add renters insurance but cant.",2025-05-01,1
not everything fits onto the screen when going to different areas.,2025-05-01,1
USAA is the worst bank you literally can't deposit cash into your own checking account,2025-04-30,1
"USAA forces the very insecure Tap to Pay. Even when you cut the cable, there are machines that can circumvent this. Tap to Pay puts our bank accounts at risk. I'm getting very close to moving all my money to a bank that refuses to put the Tap to Pay on debit and credit cards. 😡😡😡😡😡😡",2025-04-30,1
What happ ened to USAA? They used to be fantastic. ............................... so sad,2025-04-30,1
Doesn't work on my phone.,2025-04-29,1
"The app keeps crashing, won't let me login with my finger print, the widget NEVER works, & every single day I get a ""due to technical issues"" notification when I try to view my balances. Why have multiple widgets if NONE of them work??? This app is garbage. ***May 2025 I HATE THIS APP & I HATE USAA. This is the worst app & worst bank with horrible customer service. Absolutely garbage.***",2025-04-29,1
I can't pull up my insurance 😒 policy at this time!!🤔🤔🤔,2025-04-28,1
Roadside assistant mapping did not work had to call for assistant,2025-04-28,1
Needs no explanation other than you get the run around......,2025-04-28,1
this app sucks! I logged in to update my payment info and 20 minutes later it's still not done and I need to call someone up for what should be like 3 clicks on the app. why do I even need the app if I'm just going to make a phone call every time I need to do something?,2025-04-28,1
"Recent change in requiring location to transfer money between accounts. Why?!?. First, it was location for zelle. Now, just to transfer between checking and savings. It's ridiculous. I use to like this bank and this app alot. Now, don't like it much at all.",2025-04-28,1
not allowing to download,2025-04-28,1
I cantlog in to my account I've had 15 years!,2025-04-27,1
app rarely works smoothly,2025-04-27,1
Have to log in way too many times to try to access my account.,2025-04-27,1
Constant issues with the app.,2025-04-26,1
This bank allows companies to get away with stealing your money,2025-04-26,1
can't download official proof in insurance on android,2025-04-25,1
im closing my account. im tired of not having a physical branch to go to,2025-04-25,1
Overly intrusive. I will not submit to unwarranted tracking. I will move my banking to an institution that appreciates one's privacy and personal safety.,2025-04-25,1
"Update 4/24/2025. My rating of 2 stars is now a 1 star. All of a sudden I'm being required to turn on my location in order to perform transfers. I've never had to do that before. I called tech support and the Rep just states it is now required. It makes no sense. And if there was a change, user's should've been notified. Going down hill fast. This app used to be great. Over the past year, several upgrades have been made to the design of the app that has contributed to these issues.",2025-04-25,1
app used to work now it says my OS is out of date...,2025-04-25,1
IT WORKED GREAT THEN FORCED A UPDATE AND NOW SAYS NOT COMPATIBLE WITH THIS DEVICE.,2025-04-25,1
no longer works with my Note 9.,2025-04-24,1
horrible customer service,2025-04-24,1
no way toupdate account information,2025-04-24,1
leave me alone,2025-04-24,1
"The app is trash. The Deposit at Home feature frequently doesn't work. It will tell you it can't read the pre-printed numbers when they are CLEARLY visible in the image of the check, you are using great lighting, and a dark non-reflective background. It is the primary reason I use the app and has been problematic since it became an option. Years of submitting feedback and still an issue.",2025-04-24,1
"the service is generally horrible, especially if you need a tow truck in less than 4 to 6 hours, even if you made an appointment days in advance. they drop the ball hard. I'm trying to pay my bill and now randomly it decides that my phone isnt good enough. even though I updated my phone number and address multiple times, it still wont take. now I have to call them. why are they making it harder to give them money?",2025-04-23,1
"don't let your account get hacked, they blame you and then put you in debit while waiting for your funds to be released. 14 years of banking with them and they let you get robbed and blame you. would give negative stars if i could.",2025-04-23,1
very poor processing claims,2025-04-23,1
won't work,2025-04-23,1
great insurance horrible app,2025-04-23,1
"Minus 5 stars. Absolutely brilliant. App no longer works, have to have Android 12 for the app to work. Phone can't update but can't afford a new phone in this economy. Really taking care of your customers. Thanks a bunch. -5 stars.",2025-04-23,1
Very disappointed in USAAs current customer service. They've made several changes to the app and bill paying capabilities that are not customer focused. Please reimplement the capability to share bills with joint account holders. The old capability was near perfect and the new capability just stinks,2025-04-22,1
constant login issues,2025-04-22,1
"I diligently pay my car insurance when I see the bill, so I was extremely upset when my policy lapsed without a clear warning. No obvious notice—no red flag or letter stood out. Now I owe a 6-month premium upfront, which is a hassle. I’m switching to Navy Federal, which partners with Liberty Mutual for a veteran discount, hoping for clear billing I can manage manually to avoid this again! in the usaa app whenever a bill is due it turns red. I paid in March it said I owed $18 then $8 I always",2025-04-22,1
"Spent a lot of time answering your agent's questions about my son's house for a homeowner's quote. Then when he tried to buy, website kicked him back to the quote screen. He called and was told that USAA wasn't writing new homeowner's policies in CA. Why the hell didn't the first agent say so in the first place. Would have saved ME a lot of my time. A bit ticked off. Kazuyoshi Iwamoto",2025-04-22,1
I have had this app for years. All of a sudden it no longer works with my mobile phones operating system. Saying that my phone needs an update but it is up to date with the newest update. Very upsetting!,2025-04-21,1
"stopped working on my device recently, kinda useless.",2025-04-21,1
COMPLETELY BROKEN,2025-04-21,1
can't login,2025-04-21,1
They allow people to steal from you and they never get your money back leaving you in the hole,2025-04-20,1
never interrupt a user to beg for reviews. automatic one star.,2025-04-19,1
be nice if they didn't update this garbage app last second,2025-04-19,1
"The UI is so counter-intuitive, I'm considering switching insurance providers because of it. Links from emails turn into a non-stop loading page that can't be used, and clicking that tempting little X in the corner of the app nearly always closes the entire app instead of getting me back to any useful page. Users can do little on the browser compared to the app, which is deeply disappointing considering how annoying the app is.",2025-04-18,1
hard to use,2025-04-18,1
don't care,2025-04-18,1
"used to have no problem with it, but now i cant even open the app cuz it keeps saying my device isnt compatible with the current version/phone system needs to be updated, but my phone has no system updates available. also they locked my card for some reason",2025-04-18,1
USAA is a garbage bank now.,2025-04-18,1
had the app for years with no problem. Now with the new update I cant even update the app to work on my phone which is too old apparently to do so? So now I have to use the website which doesnt support Zelle money transfers just the app does. I really wish this update never happened.,2025-04-17,1
Bill pay layout changed? it's un usable now?,2025-04-17,1
terrible app,2025-04-17,1
usaa is a horrible company.,2025-04-17,1
"Only works half the time, refuses to transfer funds because it can't determine my location (why is that even necessary?)",2025-04-16,1
worthless,2025-04-16,1
making it harder to navigate. don't fix things that aren't broke,2025-04-16,1
App no longer works with my phone.,2025-04-16,1
The app was fine until it just stopped supporting my phone's OS. I cant use it anymore unless I want to buy a new phone.,2025-04-16,1
can't update,2025-04-15,1
"App has not been working as it's supposed to, and preventing me from utilizing the only communication method USAA offers to reach my claims adjustor.",2025-04-15,1
no good when it comes to paying medical expenses. I dropped everything but basic insurance because they can't be trusted,2025-04-15,1
"Everytime I try to open the app it says my device operating system is no longer compatible with the app, am I supposed to go buy a new phone just to access my bank info?",2025-04-15,1
new intrusive features. makes the app useless.,2025-04-15,1
"Tried to pay a bill, site kept freezing.",2025-04-14,1
app is difficult to use,2025-04-14,1
my only day off while working 14 hour night shifts. and so far I'm waiting 6 hours for a 150$ tow in the hopes I can finally get to an auto repair shop. that's only 15 mins away from where I live. in town.,2025-04-14,1
"Updated my rating from 2 to 1 because they've managed to make it *worse*. It's now a regular occurrence that ""something"" has gone wrong to stop them from being able to display my info, it now requires location to be enabled for almost everything, and it's STILL SLOW . I'm now seriously taking steps to just change my bank, since if this is my only way to interface with them, it's become almost impossible.",2025-04-14,1
You get what you pay for. It's a pain to access the insurance card in a reasonable time frame. It's a pain to pay these morons. And anything to do with the apps is extremely frustrating. Their whole IT department should be grateful to have jobs.,2025-04-14,1
suck,2025-04-14,1
"App sucks, but not as much as the bank itself.",2025-04-14,1
For starters USAA doesnt look at any of these reviews. They are just for the Play Store.. Yet again! 🤦‍♂️ The latest app update information CLEARLY states. My Version OS is compatible with the latest app update 10.73.xx. Tech support is a joke. they still think that app release version number is what your phone OS version needs to be to be compatible. I cant recomend the USAA Mobile App for use.. and there are thsounds of long time USAA Patriots that have been pushed out of the app like I have.,2025-04-13,1
"They pushed an update today, just before the tax deadline, that disables this app on my device. I just lost an hour because of this.",2025-04-13,1
"I have always loved USAA, but the new update that requires location services to be turned on for basic features is trash. I'll change my review when they change that. (oh but for security reasons... I've never had an issue in the past so that argument is nullified) Please fix, thanks",2025-04-12,1
"The page says it supports my os, but for the past week I've been unable to get it to work. I'm unsure why as I'm on the current update",2025-04-12,1
App doesn't let you use it unless you use the latest version. makes it really difficult to use if you're on the road with spotty coverage.,2025-04-12,1
"This organization is so big that I had to continually replace documents that I had already turned in. Plus, the rate changes without any notification or explanation. My rate has doubled within the last 6 months. Nobody can give me a valid reason for the increase, except to say that I shouldn't have been charged the rate that I was quoted when I signed on. It's the typical insurance scam. What's sad is that the treat veterans this way!!",2025-04-12,1
i like this app but im annoyed that i have to participate in a weekly update,2025-04-12,1
"on my 3 year old phone im still getting notifications when I make a purchase, which is what I want (old app version). On my brand NEW phone, I can't get a single friggin notification! Nowhere in the app is there a place to change it. Just email settings. A huge oversight!",2025-04-12,1
the app won't open,2025-04-11,1
"App is generally great, been using it for years, but it suddenly says now that it doesn't support my OS? Per the store page it sure as hell does, so what gives?",2025-04-11,1
"Google play store shows required android ""version 9 and up"" and yet my phone has version 9 and the app tells me my device's operating system is no longer supported and will not open the app. So I called USAA support and they told me android version 10 is now required (after first telling me version 9 was still supported). My phone will not allow update to ver 10. I guess I have to buy a new phone if I want to use this ONE banking app...yea sure. My other bank apps work fine on version 9.",2025-04-11,1
why the hell do I need to enable precise location to transfer money between accounts???,2025-04-11,1
0 i updated and now it wont work,2025-04-11,1
"I use an old phone, primarily because it still works and has been paid off. USAA has forced an app update that requires a new OS version, but the device is incapable of being updated. Guess this means I'm not going to be able to use mobile deposits any longer. Very disappointed.",2025-04-10,1
seems like it needs an update every payday. while performance of the app itself never really changes or improves or unimproves. feels so much like they're just harvesting information. promise it needs an update every week. every week,2025-04-10,1
"Isn't working, updated the app and the only way I can view anything is by going online through the internet. The app says I need an update but Ive already updated to the latest version.",2025-04-10,1
Why do I have to enable location to do a simple transfer? Reverse this unessciary change.,2025-04-10,1
"So who's going to pay my bill's late fees for the checks I can't deposit because of the update needing Android S9 or above? No USAA banks I can deposit checks around. Using a friend's phone doesn't work. So buy a new phone with checks I can't deposit or switch banks I've been using for over 20+ years. Thanks for the update Google Play App, this caused nothing but frustration and more money lost during an already tough time. Really appreciate forcing me into something I didn't want or need A+",2025-04-09,1
There is absolutely no reason to require location for transferring funds. RIDICULOUS.,2025-04-09,1
"Not sure why the app started to require my location for my banking activity like transferring money between accounts, but I will no longer be using this app. Respect my privacy or be gone.",2025-04-09,1
will not login app just spins after final security code,2025-04-09,1
can't get a phone number,2025-04-09,1
"Slow and it does not recognize my finger print. So, today is 10 April 2025 the USAA app promted me to update, but wouldn't allow me to; I had to TOTALLY uninstall the app, only to TRY and reinstall and it is STILL DOWNLOADING...AFTER AN HOUR!!!! 😔😔😔 If and when it does download, I will have to start, ALL OVER AGAIN!!! 😭😭😭",2025-04-09,1
"After the latest update the app has decided that I am not allowed to do anything without giving it access to my location services. I'm not giving it that access. I don't even give google my location when using maps, I just use it to plan routes. There is no reason it needs my location.",2025-04-09,1
"WORST BANK IN U. S.A.1st bank card number Changed when i requested a New card as old card plastic comes off(not asked for a new number) wouldn't correct it. Sometimes if u 4get pin# or make any minor error,They will without warning 1st will freeze ur cards & sometimes the entire account unless you submit i.d.verified documents only when not 24hour fraud department available but limited hours of security department is available even on vacation, out of town or left home putting u in DANGER@no$!",2025-04-08,1
why is there no option to sign in with pin number,2025-04-08,1
not helpful for me,2025-04-07,1
they sell all your information and you start getting g tons of spam scam calls,2025-04-07,1
My recent transactions won't load.,2025-04-07,1
keeps crashing,2025-04-07,1
very rude customer service!!!,2025-04-07,1
"zelle feature ducks, on line support no help, no explanation",2025-04-07,1
Horrible logon process.,2025-04-07,1
virtual assistant is worthless.,2025-04-07,1
I cannot even use it since it won't support my phone. Useless.,2025-04-06,1
App is no longer working; says I need an update but it appears I already have it.,2025-04-06,1
Why do I now have to allow access to my location to make a transfer. This permission was & should not be required. The UI falls behind other companies that provide mobile banking apps as well. Most others have had instant purchase notifications. Setting up notifications in the USAA app simply clutter your app inbox and notifications tend to come in hours later. Who ever is behind the UIUX team consistently makes poor choices that lead to a worse experience after every freaking update.,2025-04-06,1
I would not recommend this bank. The way they treat people of color is disgusting.,2025-04-06,1
cut support for my device and is now unusable,2025-04-05,1
"At first it wouldn't let me cash checks, now I can't even log in",2025-04-05,1
requiring latest version of Android - not worth paying $1000 for a new phone,2025-04-05,1
Biometric login no longer works. It says an error occurred during processing. Please try again. There is now no way to use the mobile app or the website. Completely un-acceptable. Samsung S23 Ultra running Android 14.,2025-04-05,1
can't get access keeps saying error occurred.,2025-04-05,1
what is the problem with this app. I cant even log on anymore. Very upsetting when trying to my pay bills and make deposits.,2025-04-04,1
not working.,2025-04-04,1
"now apparently after 3 years, I need a new operating system to continue checking my balance with the app. It is a banking app, how does it require a new OS for an update?!?",2025-04-04,1
mobile deposit is horrible. no matter how many times you take a perfect picture of a check/ money order... it keeps saying it cant read the numbers at the bottom of the check.. try again... try again... 200 tries later it will work and it usually works when the picture that is taken is blurry 🙄 needs some work. happens every time i try to mobile deposit. very aggravating.,2025-04-04,1
"The app works IF you can log in. Problem is that they send you a code that expires in 30 seconds. Then you have to go to another screen to enter your user name. Then your password. Then another screen to put in the 6 digit code. By then, the 30 seconds is gone and you have to try again. WHOEVER DESIGNED THIS SHOULD BE FIRED!",2025-04-04,1
made one phone call and now I am permanently not able to use the mobile app... what a joke same goes for the person I talked she was quick to take it personal..,2025-04-04,1
i can't login. the help i get does not help,2025-04-04,1
"Can download the update, but won't install.????",2025-04-04,1
"Update 4/4/25: STILL TERRIBLE! Again forced to update to latest version (no choice!) and AGAIN says it won't work with my phone! REPEATEDLY BAD SERVICE USAA! And I REFUSE to buy a new phone for you. SERVE YOUR VETS BETTER! Update 12/11/24: TERRIBLE APP! Just updated to latest version (no choice!) and now says it won't work with my phone! BAD SERVICE USAA! Shame in you folks! Update 12/13/23: Forced update again! No chance to defer. Terribly inconvenient! C'mon USAA, you're better than this!",2025-04-04,1
issues logging in after updates.,2025-04-04,1
Doesn't work,2025-04-03,1
keeps crashing,2025-04-03,1
"I have an S8, so now I can't access the app in order to do mobile banking. Depositing a check just got so much more complicated!",2025-04-03,1
new update doesn't support my op sys supposedly🙄,2025-04-03,1
"All too often, when the software engineers ""update"" their app, they forget to ensure it is backward compatible. This locks out many of us with phones more than five years old. This disenfranchisement is completely unfair. I can work around this, by logging into the USAA website, but what, then, is the point of having an app???😡",2025-04-03,1
They are just another insurance company. They are no better to veterans and their families than anyone else. MLM,2025-04-03,1
horrible cumbersome,2025-04-03,1
"I just got a notification from your app that my phone appears to be rooted. It's not. I'm running a different, more secure, operating system (GrapheneOS). Please stop linking your app to Google's spyware via their Play Integrity. There are other ways to ensure device integrity.",2025-04-03,1
App stopped working after last update.,2025-04-03,1
"Why do you need my location to transfer my money internally? Worst bank I have ever been a part of for military members. They are worse than Bank of America. They tied my wife's and my bank after I told them not to. They gave her access to my account. Also, they switched my mailing address on all my cards because I was TDY. So, all my transactions denied. They only take payment for my loan only if it's passed due. No one can answer a question or do their job. MILITARY MEMBERS GO TO NAVY Federal",2025-04-03,1
"Every time I opened the app, it says they no longer supports my (recent ish) phone and that I should use the website instead. What even is the point of a banking app if I can't use it?",2025-04-03,1
it updated and I literally cannot use it anymore :(,2025-04-03,1
"Latest version no longer works on my Samsung Galaxy S8 plus, I can no longer use this bank.",2025-04-03,1
It is terrible whenever the app needs to update it doesn't show for the play store and have to use the website and not only that their delay in putting in the payment is annoying as well.,2025-04-03,1
"Very unhappy with now requiring location access to transfer funds between accounts. They are my accounts, why the hell is location needed to move funds between my own accounts. And don't tell me it's for ""security reasons"". Was never an issue before. Don't want Gps stuck up my rear 24/7.",2025-04-03,1
"Setting my preferences for paperless put me in a situation where I received only ""emails"" inside the USAA app that you have to open to find. This isn't intuitive and set me up to miss important alerts.",2025-04-03,1
this app is absolute trash.,2025-04-03,1
"As of today, 4/2/25 USAA, with no warning or ability to opt out, has made turning your location on a requirement when transferring funds... EVEN between your own accounts. No way to transfer unless you have location on. They call it a security feature. I call it an invasion of privacy with no prior disclosure of how the data will be used and how long kept and no reason for needing it when you are only transferring between your own USAA accounts. Is this because of the new CEO who started today",2025-04-02,1
"No, I am not buying a new phone to use this app.",2025-04-02,1
"Edit 2025-04-02 So now USAA is requiring that location be turned on in order to make a bank transfer? I'm logged into your system, you don't need to know my GPS location. USAA is becoming another greedy, information-hungry entity. Fix your app! Edit 2024-03-29 Bug: app locks up constantly and has to be closed out",2025-04-02,1
I do not like the new update at all. I should not have to share my location to use the app for any reason. Where I am and go is none of USAA's business. please fix this.,2025-04-02,1
"haven't been able to get verified in 4 months. Received email saying they authenticated DL, but when I call them they treat me like a stepchild. Haven't received a phone call yet to get into my account. Submitted license twice.",2025-04-02,1
"you need to work on transfer and why you think we should have to turn our location on to transfer money from one of my accounts to the other, sending money through zelle is absurd but I get it because most of the time its going to external accounts but transfer is not. I use another bank and I do not have the issues I have with USAA. I should not need to turn on my location in order to transfer money from my checking to my savings or any other account I have with USAA.",2025-04-02,1
won't show charges on card,2025-04-02,1
absolute hassle to login now.,2025-04-01,1
"When attempting to log in, the app intrusively asks you to update it almost weekly. I understand the occasional security update, but this is out of control.",2025-04-01,1
this app is not secure it continually asks me to sign into my Google account. that's unsecured doesn't anybody at USAA use their app,2025-04-01,1
"payments don't show as scheduled until later, causing multiple payment setup",2025-04-01,1
"really not good for anything other than getting stabbed in the back with prices of insurance through the roof, and auto loans not being worth it",2025-03-31,1
very difficult to do anything on the site alot of redundancy!,2025-03-31,1
"Like USAA banking and auto insurance, the app has gone extremely downhill. I will try reinstalling it, but it's had problems with showing external accounts and login issues for months. I am ready to leave USAA in the rearview until they can figure out how to stop declining, but most likely for good (after 20+years).",2025-03-31,1
clearly profit driven,2025-03-31,1
Terrible company and ball-aching customer service. I'd rather get married again.,2025-03-30,1
USAA cost more money and the people that work there are stupid I am fed up and moving on even though I am a veteran period too much to explain but I will never go back to USAA again.,2025-03-30,1
"Not happy with 'holds' on deposits all of a sudden. 20 year members and holding 100% of my own company check, more than 50% of a tax return. Calls do no good and told its random (like all) and can hold up to 21 days. Time for a new bank i reckon",2025-03-30,1
getting a person to speak with is impossible,2025-03-30,1
The recent change to the new security Keypad is a BIG step back. On my Motorola phone you have to slow way down and be very deliberate or it will miss digits and screw up the P.I.N. entry! Does anybody test the stuff before you go live with it?,2025-03-30,1
this app sucks and has the worst customer service experience. I've never had an issue usaa resolved in a timely manner,2025-03-29,1
Veterans with low or bad credits are not considered like before,2025-03-29,1
USAA is a criminal organization. They raised my car insurance rates from two thousand dollars a year to over 6000 a year. I will never recommend this credit union to anyone.,2025-03-29,1
everything about usaa is starting to suck,2025-03-29,1
"constantly getting error msg about my account is locked and I have no idea what the reason why. The customer is not supposed to have to beg for business/merchant,etc to take money for the service allegedly rendering. I'm going to get a different source of my insurance.",2025-03-29,1
"horrible app, have to log in multiple times, and have to search all over the place to pay a bill! I expect better from USAA",2025-03-28,1
