Review,Date,Stars
"The old app was awesome. I was forced to download the new app and it never loads. I've tried a number of times and get a message saying it will be added to my phone soon and nothing ever happens. So frustrating and really inconvenient. I can't do any mobile banking from my phone. Nothing was wrong with the old app. Have you ever heard the saying, ""If it's not broken, don't fix it.""?",2025-04-29,1
"l keep receiveing a message that my operating system does not support the update. Well, I am not buying a new phone😁",2025-04-29,1
to much red tape,2025-04-29,1
don't like the new update. revert it back.,2025-04-29,1
"I started with this bank as a kids account and at this point I only use it to pay bills. But I am moving away from that. Charging me $10 a month for not using this account is a little silly and outdated I feel that way for any bank but what do you expect from a bank that has so many scandals. Thankfully I can Navy federal credit union, not everyone has different options but wells fargo probably isn't the best",2025-04-29,1
"app not combatible with my phone, I need to buy a new phone? Time to switch to another bank.",2025-04-29,1
"It's absurd not to allow me to set up my spouses account for transfer, even if she has an account at a different institution. I don't want to use Zelle, I want to transfer from account to account",2025-04-28,1
the app won't allow me to delete recipients. on Zelle. please fix bug.,2025-04-28,1
cant use the app with my phone and I work during bank hours so cant deposit my check with a teller. Do not currently have my debit card so cant deposit my check at the drive thru. At best its extremely inconvenient and is generally useless.,2025-04-27,1
I have talked with customer support about the purchase I made on Ali Express and it keeps denying the transaction because Wells Fargo thinks my card is hijacked and has to keep confirming its me and I keep saying yes its me and the transaction keeps failing. I cant even buy what I need Wells Fargo is locking my card when I have been nothing but confirming its me using it.,2025-04-27,1
No useful help at all.,2025-04-27,1
Just do what I ask. Nothing more than that.,2025-04-26,1
"The changing of your app is not the fault of our phones. it is because Wells Fargo doesn't care about its long lasting customers. Your app excluded many older phones. Unfortunately due to not being able to deposit checks through my phone app. as well as I will now have to be going to a branch, I will be forced to leave Wells Fargo after more than 45 years.",2025-04-26,1
Biometrics interface is aweful,2025-04-25,1
too hard to use,2025-04-25,1
"Use to be great, doesn't work at all anymore. Tried to delete and reinstall after the update failed, won't even install.",2025-04-25,1
"my experience was horrible. I wanted the online Wells Fargo app. I called the bank and asked for help they would not open my account because I couldn't answer some questions about my account because someone had already hacked into my account, and that's why I needed the online app .",2025-04-25,1
false pretense as usual...,2025-04-25,1
"they charge you more money when you run out, eff offf",2025-04-25,1
adds,2025-04-24,1
It could be a LOT BETTER.,2025-04-24,1
So badly !! No access to my account. I'm out of usa without money,2025-04-24,1
if I cannot use my phone to check my bank account. then I will be taking all my money out of wells fargo.,2025-04-24,1
Terrible i can not access my bank account,2025-04-24,1
terrible monthly checking account fees!! Stay away!!!,2025-04-24,1
I would need to buy a new phone to use the app.,2025-04-24,1
won't work to sign up,2025-04-23,1
"When I want to use the mobile app already installed I am advised it requires an update. When I am sent to the app, it will not update.",2025-04-23,1
this bank sucks,2025-04-22,1
"I would rather keep my money in a mattress than deal with these crooks. worst company, worst customer service.",2025-04-21,1
Nice there's no option for night mode,2025-04-21,1
quit freaking advertising on the damn app,2025-04-21,1
"Used to be a great app. Now is ""securely logs"" you out while doing anything.",2025-04-20,1
"the app no longer appears to be able to open the camera for mobile deposits. if this is not fixed, I have no reason to stay with Wells Fargo for my business.",2025-04-19,1
Completely useless app!!! Don't waste your time with it!,2025-04-19,1
So freaking sick of this app. It invalidates the password ALL THE TIME. The password that I KNOW is right and makes me change it. And of course the password rules are idiotic in not letting me reuse the pw (that I know works). I hate this bank. I hate this app. I have 4 other bank apps that do NOT do this. But then again they don't charge me fees like WF either. Can not wait to switch my buisness away from these vultures.,2025-04-19,1
No reason to download the app for most people. Only reason you would need it is to deposit checks by phone. App makes me MFA every single log in and is slow. It doesn't do anything for me the mobile website doesn't do.,2025-04-19,1
Zelle isn't working??,2025-04-18,1
No longer compatible with my device. This is a huge disappointment as the phone is not that old and was a flagship model. I do not want to have to purchase a new one just so I can use my banking app when this one works perfectly fine. Looks like I'm going to go with my local CU as their app IS still compatible. I've been a loyal customer for most of my adult life. Your dev's should really consider ALL of your customer base. It is not that hard to include older operating systems. Do better!,2025-04-18,1
"because of a $48 charge from AMC just 6 years ago, they are closing my Checking Account on May 1st. I just got a new Debit Card & activated it, and they blocked it.",2025-04-17,1
Wells Fargo is a fraudulent company in 2016 they bank opened millions of bank and credit accounts in customers names without their permissions all to increase sales targets and incentive quotas. I will never do business with them again.,2025-04-17,1
"They should rename the bank ""scammers r us"". I banked with you since 2009. At the first opportunity you tried to scam me. Shame on you!!! I will take my business elsewhere!!!",2025-04-17,1
sorry,2025-04-17,1
I really dislike this stupid app,2025-04-16,1
rubbish,2025-04-16,1
Bill payment takes far too long to change checking account balance. I used bill pay to pay a Chase credit card from the Wells Fargo app. Chase acknowledged the payment and changed the credit card balance before my Wells Fargo checking account acknowledged the payment!,2025-04-16,1
ur mobile app doesnt make it easy to manage investements im not getting all my money dude i was gonna be a billionare,2025-04-16,1
app isn't compatible with my device anymore,2025-04-16,1
needs more improvements,2025-04-15,1
"I was going to let this be a terrible app full of pop-ups and not say anything, but they popped up a rating request.",2025-04-15,1
"sucks, have been trying to sign in for 2 days and keeps telling I'm shut off",2025-04-15,1
cannot use app with the phone I have. I was able to deposit checks using my phone and the online version up until early March without using the app. What good is having an app that not everyone can use? I've been with Wells Fargo for over 20 yrs but maybe it's time for a new bank!!,2025-04-13,1
I have a Galaxy S9 and it says my phone isnt compatible and I can't make a deposit.,2025-04-12,1
"Had to buy a new phone to use the app, also the app has to many ridiculous, additions for a bank to have. ""Fargo"" fortune telling trash.",2025-04-12,1
"No mention of small business fees anywhere when signing up. Scared to use them after the account is opened. No disclosures. Fine, I won't give them my money",2025-04-11,1
Can't email them and setting up payments is a waste of time,2025-04-11,1
Wells Fargo is not up to PAR,2025-04-11,1
redesign your qr code sharing,2025-04-10,1
they are quick to close and block your account without warning. do not use.,2025-04-10,1
"""overdraft protection"" is a scam. if i dont have the money dont pay it for me. ive done all that i can to make it so you wont do this but still i get 35.00 charges on a charge that i have to pay also this is a strait scam",2025-04-10,1
I have a new Motorola phone it does not allow me to use your app you took the old app away from me now I can't do my banking in this day and age it is reprehensible that you have taken the security away from me. I think I should organize on social media and get a class action suit against Wells Fargo enough double talk fix the app fire your tech people hire better ones,2025-04-09,1
"app is always saying unavailable, check back later",2025-04-09,1
junk dosent work,2025-04-08,1
doesn't work anymore,2025-04-08,1
Dropped support for my phome,2025-04-08,1
30 years l have been with wells fargo. They can do better with older generantion hans on bankers online people. The app is not working please tell me why.l need to manage my accou nt,2025-04-08,1
it won't let install the app on my new phone..my other phone got a virus.,2025-04-07,1
the app will not update,2025-04-07,1
do not understand,2025-04-05,1
deposits no longer work and your previous response was weeks ago. so nothing done,2025-04-05,1
Hard to deposit checks after 5 attempts! Loser bank. How is it legal to offer a 0.01% interest rate on savings?,2025-04-05,1
"i get error message ""this app won't work for your device "". it used to work. what changed on my Samsung note 8 phone?",2025-04-05,1
where is my check?..is this app under maintenance right now?..I was suppose to have it every Friday at 4:15 pm..and I didn't get this one...where is it wells fargo🤔,2025-04-05,1
"In a world filled with predatory banks, Wells Fargo is a downright criminal enterprise. Just Google some of the legal settlements they have agreed to based on their abhorrent behavior. I paid a new employee by direct deposit, and the employee accidentally provided an incorrect checking and routing number. Wells Fargo refused to return the funds that were deposited into someone else's account erroneously.",2025-04-04,1
app doesn't support my version of android OS,2025-04-04,1
fix it,2025-04-04,1
WTH ..Suddenly we can't take screenshots of our deposits & balance?,2025-04-04,1
will not update.,2025-04-03,1
"Disappointed by inability to deposit checks on Samsung S20. yes the phone is a couple years old, but it's not THAT old.",2025-04-03,1
Check alert(s) On- manage alerts- was taken away. Needs to be put back. I called your 1-800 number and your representative couldn't fix it. I your ceo needs to earn his paycheck and fix this. And FYI: I had checks alerts setup for years on your app before you took it away.,2025-04-03,1
This application has alway's been safe until there hacker's. Then; it happen's ALL time!,2025-04-03,1
The app lacks functionality for Wells Fargo Trading functions,2025-04-02,1
worked until update and no longer supports app on my phone. thanks!,2025-04-02,1
one of worse bank....the stolen my money...add fee $185 in one month for $400....don't trust them...,2025-04-02,1
thieves,2025-04-02,1
"The app is fine, Wells Fargo is the problem. They are predatory and unwilling to work with you even if you try to call and get ahead of the situation. They also will not stop overdrafts, even if you are already in a negative balance. What's worse is then they charge you an obscene overdraft fee often bigger than the original payment.",2025-04-02,1
"Another forced app update for supposed ""features"" which are nothing more than an invasion of your privacy. WF sucks but you need a bank account.",2025-04-02,1
bad!!,2025-04-01,1
"a very dishonest banking institution. because there was some fraud done from outside on my account, my credit card account was closed without notifying me or giving me the chance to have an inquiry about it. It's a very dishonest institution. I also never received my $325 motion for opening up a checking account last year.",2025-04-01,1
i am unable to update wells Fargo app,2025-04-01,1
I dont want to see adds of any kind.,2025-04-01,1
The new update contains ads. I'm closing my account. WF is a loan shark.,2025-03-31,1
the app is no longer compatible with my Samsung SM-J737T. I wonder how many others are impacted by this problem???,2025-03-31,1
Balance on the app/account should be more clear/transparent it is very inconvinient and frustrating not seeing the transaction details and balance right when you sign in and clic on transactions. Please don't reply asking to contact you unless I'm getting paid,2025-03-31,1
"I am not finding any perks to a wells fargo account. In addition out of all the banks I have affiliated with wells Fargo is the only bank that has screwed me with out reason, and for that I suggest any bank even a mom and pop bank over them.",2025-03-29,1
Not able to get enrolled. Keeps telling me a it can't process my request online and to call customer service. customer service don't help.,2025-03-29,1
no 👎 good,2025-03-29,1
it's dysfunctional. doesn't do anything,2025-03-29,1
"I used to login to my accounts with no problem, anytime I wanted or needed. Then an update was required, no problem. Tried to download the update and it's not longer compatible with my device?!?!?! Really? So now I have to change my phone every time I get an update foe every app I have?",2025-03-29,1
can't deposit checks anymore,2025-03-28,1
confusing. I just want to bank safely and cost effectively. With no outside wells fargo interferance// TMII,2025-03-28,1
Your min wage 18 year old dummy cust svc staff could use an upgrade to trained educates professionals,2025-03-28,1
"Biometric authentication support appears to only be based on fingerprint Touch ID, but nothing for Face ID. Pls also incorporate Face ID biometric support.",2025-03-28,1
"the app hasn't worked for weeks and there is no help from customer service. I've tried to report the issue but get no response. I guess no one at Wells Fargo cares that there app doesn't work. Every time I try to login a message says ""we are not able to complete your request at this time."" Same thing happens on my husband's app. I can login just fine online but not the app. Someone should fix this!!!!",2025-03-28,1
my phone won't update new version of this app. And from what I'm hearing it's not very reliable.,2025-03-27,1
it's so annoying that WF requires users to update their mobile app every month 👎☹.,2025-03-27,1
bad bank they really put my money on fraud cause they don't know the company that wrote the checks. they been holding my money for over a week now. they won't even close my account is was even lied to just to get my business. I was told I will get my money the next day then turn around and pushed my money back and week then going to say the checks are fraud. since I open my account on the 20th of March I had to call wells fargo over 25 times still no help !!!!!!!!,2025-03-27,1
daily deposit limit is stupid,2025-03-26,1
Shame on Wells Fargo. Because their app didn't lock and someone used my phone and transferred $1800 and they refuse to reimburse me for it. The last of my savings and now my two kids and I are going to be homeless with no income due to my high risk pregnancy and their blaming me and taking sides with a scammer to let them keep the money. SHAME ON YOU ALL AT WELLS FARGO.,2025-03-26,1
"31 million $ to CEO, can't get the drive-through up and running, and can't stay open until 6. Still blaming covid.",2025-03-26,1
with any this new stuff. I am old lady and still like old ways.,2025-03-26,1
pri vacy,2025-03-25,1
you have allowed a Robbery via my account $1679.00,2025-03-25,1
very very difficult to get into account,2025-03-25,1
collecting personal data ... selling days,2025-03-24,1
No app available for iPhone,2025-03-24,1
"unreliable, non intuitive. The app is mostly trash, but it is the only option they give us. Wells, along with all the American corporations, dont care about us, the customer. I can't even understand the operators that provide me with ""customer service""... In the unlikely event I make it passed the switch board designed to frustrate customers.",2025-03-23,1
secret shared accounts with who??,2025-03-23,1
"loved the app, but it's no longer available for my phone & can't afford a newer phone.",2025-03-22,1
this app is very difficult to use and login to,2025-03-22,1
Trying to get an online checking banking application and it's very hard questions are asked and the ones we need are not there.,2025-03-22,1
it forces me to reset my password every time I try to use it,2025-03-22,1
Won't cover impersonation fraud. Time for a new bank!,2025-03-21,1
unable to add text banking. have tried numerous ways,2025-03-21,1
worst bank on planet,2025-03-21,1
I KNOW the star rating is made up for this app. Because this is thee worst bank EVER.,2025-03-21,1
have tried enrolling several times and it will not let me,2025-03-21,1
All I get is the run around. You tell me to upgrade. When I try the system says it's not compatible with my phone. What is a customer to do?!?,2025-03-21,1
"Now that I can't download the app because it says my phone isn't compatible with Verizon, I am very disappointed that I cannot make a check deposit on the app... Come on Wells Fargo, make it easy like it used to be. thank you!",2025-03-20,1
"it is ridiculous how this bank takes to long to process my payments, they are always pending pending pending it informs me how much I have remaining but after the pending has been processed you take out more again I feel like somehow I'm being double charged after the pending is completed....it is ridiculous to have pending charges for 5 days when the funds are there",2025-03-20,1
unable to use it,2025-03-20,1
Horrible experience. Wells Fargo keeps proving everyone they are the worst bank in the making. If you have a small business you will regret using this app and services,2025-03-18,1
terrible can't get in really bad instructions,2025-03-18,1
monthly fee,2025-03-18,1
Worst Bank and App there possibly is.,2025-03-17,1
act like u have a account issuing u a card but won't approve you having them as a bank account that's bs,2025-03-17,1
Racist policies,2025-03-17,1
So many issues with this app,2025-03-16,1
"When you click on notifications, they don’t display the related content—you have to find it yourself. It also shows a link for CD applications, but after answering all the questions, you’re told to visit a branch to complete it! Feels like a waste of time.",2025-03-15,1
"Now a new PW every time the little bit I log on.This app is as bad as the website... The inability to modify mortgage payments on the fly is ludicrous! Am I understanding this correctly? I need to cancel my existing reoccurring mortgage payment first rather than just making an edit to it...Then, I can't even create a new reoccurring payment today, I must wait till tomorrow to make that happen??? THAT IS RIDICULOUS! It should say View, EDIT, Delete and not just View/Delete. What an inconvenience.",2025-03-15,1
"Wells fargo is doing "" savings as you go"" transfers without my consent. I never even agreed to the legal terms yet. Is this legal?",2025-03-15,1
"It doesn't recognize my user and password, so I am unable to use the app.",2025-03-14,1
App does not work well. Tried to explain to customer service they hung up.,2025-03-14,1
I can't wait to switch banks. I'd get rid of this app if it wasn't a requirement for mobile check deposits.,2025-03-13,1
"Scammers shouldn't be allowed to run companies. After you scammed hundreds of millions of dollars in 2019, you should have lost your business license. Edit: I've already told you here; there's no need to email or call you. I'm not giving scammers my name, phone number, or email address. Nice try, though.",2025-03-13,1
because you keep asking me to rate you. nah. I'm good fam. I'm not gonna do that Ludwig.,2025-03-13,1
"Annoying ""Time to set up your card - Let's go"" popup stays on home screen permanently even when you set up everything already, please get rid of it",2025-03-13,1
Sucks very much! took about 3 days to Zelle my landlord a payment just because my number changed in my account. now I have to pay a late fee,2025-03-13,1
"What's the point in having zelle if it always breaks? ""Sorry for the inconvenience"" ya. Sorry for using a different bank.",2025-03-13,1
Android has a terrible app that is constantly down and unavailable resulting in multiple login attempts. i do not recommend Wells Fargo on account of their app,2025-05-23,2
no real service,2025-05-23,2
Wells closed a 10yr account tied to our whole lives because of a typo on a hidden address unknown to us. Will take 3 months to get retirement checks going to new bank.,2025-05-22,2
terrible bank. never use this bank.,2025-05-22,2
took to long,2025-05-22,2
Horrific,2025-05-21,2
won't change ph# can't get text,2025-05-21,2
trash bank,2025-05-21,2
Tried to download the app again. Message says the Wells Fargo app is not compatible with my phone anymore. Why? It always has been until several months ago. Sure makes it harder to bank online. App needs maintenance!,2025-05-20,2
stupid app. the AI is dumber.,2025-05-20,2
"used 90000 points to get account credit. credit never applied. used app to get support, it is useless and just sends me to re-login to my rewards. requested to speak to an actual rep and it errors out and just says please try again later.",2025-05-20,2
fire your user interface guy. replacing color coded pending transactions with all dark emboldened characters on a mobile app is stupid.,2025-05-20,2
do not sell my information!,2025-05-20,2
directions are different every time,2025-05-20,2
"difficult to access account, no one answering calls on weekend. I have enough $$$$$$$ ,- I should be able 2 get access! So my tough luck I have wells not schwab brokerage!!!🙄",2025-05-18,2
2 hours trying to set it up,2025-05-18,2
"App developers willfully told anyone with an Android 9 that Wells doesn't want our business. When the app worked on 9 it was awesome. Now I have no online banking. Not spending 4 to 800 bucks on a new phone for ""new features"" I'm not interested in.",2025-05-16,2
"horrid company. Still uterly useless for doing anything than other than looking at your balances. 2020 update still 1 star. 2017 - Consistently terrible, for years. They still don't get the basics",2025-05-16,2
"I'm really disappointed that I wasn't able to Zelle or Transfer money without calling customer service. And then my account got restricted so I no longer have access. If Wells Fargo is an international bank, they must make sure that their customers( out of U.S.) can access their money, no matter where they are.",2025-05-16,2
"Depressing, and piss poor at customer back up. I'm disabled on fixed income & under id theft attacks off and on over 2 years. I am the victim of a crime not the perpetrator. Then why when i report something that only needs proactive action like new account number. You throw me out as a customer??? Grow a backbone or get out of banking, because the ones committing frauds, Don't need to get data from the vic. They can buy any data they want & get past all security's. Join the wimps at Chase.",2025-05-13,2
worst bank in history! After being approved for an active cash card and using it continuously with on time payments it was cancelled because supposedly I didn't give them my address information. I never received so much as a message to verify my information! p.s. the app is slow 👎,2025-05-13,2
it never sent a code...I have tried several times over the last few months with no success.,2025-05-13,2
won't let make a payment,2025-05-12,2
took 4 tries,2025-05-12,2
just wanted to get my rewards and this is a lot of work did not want an app for banking only rewards program.,2025-05-12,2
"This bank had me locked out my account for weeks as they investigated a fraud claim where I lost all of my savings by theft from a scam. As I was locked out they were charging daily interest. I closed all of my accounts paid the debt and still they sent me a bill on interest on a closed account. They keep you on hold forever, seemingly hoping you will give up, and I have small children it's really a waste of time. (they denied my claim) Run from them.",2025-05-12,2
terrible when trying to deposit check,2025-05-11,2
"Just a terrible outdated banking application. The capital one banking app and chase banking app actually function when you have multiple accounts this app limits you to one account per user i guess ( been told you can do multiple but no one knows how) Just has simple basic functions needs to be updated and brought into the year 2025 very, very badly, virtually useless",2025-05-11,2
account balance isn't accurate,2025-05-10,2
don't like doing reveiws,2025-05-09,2
"since wells Fargo updated their mobile app it will no longer work with a lot of older android phone's, so either go out and buy a new phone or find a better Bank? I believe I'll go look for a better Bank",2025-05-09,2
Mobile deposit takes 10+ tries for success. Worst mobile deposit app I've ever used.,2025-05-09,2
"Unable to remove Zelle recipient. ""Delete"" button is not functional.",2025-05-09,2
App can longer read front of checks with latest update. doesn't matter if it's a printed check or written check. It can't read the front since the latest update. Making mobile deposits impossible. Reads the back with endorsement just fine. Edit: Even with today's update. Doesn't read front of checks. That's two updates in a row where front of checks can't be captured with mobile deposit. Back of check still works. Useless for mobile deposit as it is. Pixel 9 Pro XL.,2025-05-09,2
"Disappointed by Treatment During Financial Hardship I’ve been a long-time customer of Wells Fargo, but I was deeply disappointed by how I was treated during a recent period of financial hardship. While my family and I were struggling for three months, the bank placed a week-long hold on my paycheck and closed my credit card account without warning. At a time when I needed support and flexibility the most, Wells Fargo failed to have my back. I expected more from an institution I’ve trusted.",2025-05-09,2
security is so high that even call center team isn't able to override to do basic functions like transfers,2025-05-08,2
Every time I sign in with Face ID the log in page goes to an error page saying THERE IS A PROBLEM ON OUR END. Fix your app please,2025-05-08,2
"No longer supported on my device. Very tempting to switch banks at this point, considering how expensive a phone will be every time my current one is obsoleted... And you can deposit thru a browser either.",2025-05-08,2
$10/mo for a checking account. ridiculous,2025-05-08,2
The worst bank I've ever encountered👎🏾,2025-05-08,2
honestly I don't like it because people on the system acting like they care what each other makes with their own money. and always playing like they are hackers and no one don't know but unfortunately I know much more than they think. I know people are manipulating my phone and spying on me everyday 24/7 and put me on YouTube. Facebook.. Instagram.. ticktock.. I don't what they really want it. that's why I don't trust any bank ir many other companies if not in person I don't trust the system,2025-05-08,2
"Constantly blocking my online wire transfers, so I have to go into the bank and wait an hour to pay more for a transfer. I need a new bank",2025-05-07,2
keeps crashing,2025-05-07,2
anytime I try to do something online and never works ever 😔,2025-05-07,2
I truly hate this bank. Can't wait to switch to a regional credit union.,2025-05-07,2
Says my device is no longer supported. A whole segment of Wells Fargo's customer base just lost their mobile banking.,2025-05-07,2
"Can not make a payment already for 5 days!!! There is wishes circle: upgrade app, verify it is you , app will be upgraded soon. Nothing happening . All from the beginning!!!",2025-05-06,2
Does not support Android 9.,2025-05-06,2
